txn_id,customer_id,txn_ts,store_id,channel,gross_revenue,items_count
T0000018444,4054,2025-02-13 11:49:00,7,Store,32.13,5
T0000018445,4054,2025-02-13 09:09:00,26,Store,31.78,4
T0000018446,4074,2025-02-13 09:18:00,73,Store,52.78,5
T0000018447,4143,2025-02-13 17:30:00,68,Store,41.51,6
T0000018448,4185,2025-02-13 08:17:00,3,Store,20.54,3
T0000018449,4201,2025-02-13 19:38:00,68,Online,25.5,3
T0000018450,4536,2025-02-13 10:05:00,39,Store,17.1,2
T0000018451,4598,2025-02-13 17:42:00,31,Store,18.35,3
T0000018452,4655,2025-02-13 11:05:00,116,Online,19.72,1
T0000018453,4659,2025-02-13 16:46:00,5,Online,62.36,6
T0000018454,4771,2025-02-13 20:08:00,58,Store,8.86,1
T0000018455,5011,2025-02-13 13:16:00,50,Store,29.09,3
T0000018456,5144,2025-02-13 12:21:00,116,Online,87.45,11
T0000018457,5158,2025-02-13 10:57:00,98,Store,31.12,4
T0000018458,5264,2025-02-13 18:53:00,29,Store,12.6,1
T0000018459,5307,2025-02-13 10:44:00,80,Store,17.4,2
T0000018460,5475,2025-02-13 10:48:00,75,Store,15.76,2
T0000018461,5485,2025-02-13 15:41:00,87,Online,15.42,1
T0000018462,5492,2025-02-13 09:10:00,70,Online,22.37,4
T0000018463,5548,2025-02-13 17:41:00,111,Store,7.11,1
T0000018464,5580,2025-02-13 14:28:00,3,Store,20.75,1
T0000018465,5663,2025-02-13 13:53:00,68,Online,12.36,3
T0000018466,5736,2025-02-13 15:00:00,10,Store,30.38,2
T0000018467,5736,2025-02-13 12:39:00,29,Online,26.72,6
T0000018468,5795,2025-02-13 10:23:00,84,Store,25.95,4
T0000018469,5949,2025-02-13 20:35:00,56,Store,23.45,3
T0000018470,5960,2025-02-13 13:35:00,50,Store,32.92,4
T0000018471,5988,2025-02-13 14:16:00,92,Store,10.54,2
T0000018472,6048,2025-02-13 19:30:00,36,Online,12.22,2
T0000018473,6138,2025-02-13 14:39:00,26,Online,23.33,3
T0000018474,6193,2025-02-13 13:02:00,69,Store,38.33,2
T0000018475,6222,2025-02-13 14:31:00,61,Store,15.42,2
T0000018476,6290,2025-02-13 15:36:00,34,Store,29.89,4
T0000018477,6309,2025-02-13 08:47:00,99,Store,15.14,1
T0000018478,6313,2025-02-13 10:30:00,59,Store,28.33,1
T0000018479,6380,2025-02-13 10:31:00,19,Store,41.58,4
T0000018480,6382,2025-02-13 08:03:00,59,Store,12.78,1
T0000018481,6496,2025-02-13 08:26:00,59,Online,26.2,4
T0000018482,6496,2025-02-13 15:42:00,118,Store,22.82,3
T0000018483,6538,2025-02-13 08:14:00,27,Store,8.3,3
T0000018484,6662,2025-02-13 10:04:00,17,Store,8.77,1
T0000018485,6788,2025-02-13 18:47:00,65,Store,17.75,3
T0000018486,6849,2025-02-13 14:43:00,4,Store,12.68,2
T0000018487,6947,2025-02-13 12:35:00,24,Store,13.35,1
T0000018488,6950,2025-02-13 14:13:00,82,Store,72.12,9
T0000018489,6978,2025-02-13 15:10:00,28,Store,19.87,3
T0000018490,6998,2025-02-13 18:18:00,25,Store,16.57,3
T0000018491,7034,2025-02-13 19:28:00,30,Store,17.86,2
T0000018492,7070,2025-02-13 09:35:00,8,Store,16.18,3
T0000018493,7104,2025-02-13 12:16:00,43,Store,48.45,6
T0000018494,7381,2025-02-13 18:43:00,105,Store,31.52,3
T0000018495,7381,2025-02-13 20:55:00,101,Store,27.09,3
T0000018496,7429,2025-02-13 12:46:00,112,Store,12.88,1
T0000018497,7430,2025-02-13 19:46:00,22,Store,14.98,3
T0000018498,7435,2025-02-13 08:11:00,7,Store,19.05,3
T0000018499,7454,2025-02-13 09:10:00,95,Store,18.93,1
T0000018500,7495,2025-02-13 12:49:00,77,Online,21.47,3
T0000018501,7665,2025-02-13 18:00:00,61,Store,36.55,4
T0000018502,7670,2025-02-13 11:49:00,111,Store,18.7,1
T0000018503,7714,2025-02-13 19:14:00,115,Store,12.25,2
T0000018504,7761,2025-02-13 16:44:00,38,Store,45.19,5
T0000018505,7817,2025-02-13 16:17:00,54,Store,34.19,4
T0000018506,7877,2025-02-13 16:19:00,99,Store,26.89,3
T0000018507,7993,2025-02-13 12:33:00,80,Store,37.04,3
T0000018508,8085,2025-02-13 10:00:00,105,Store,20.92,3
T0000018509,8089,2025-02-13 19:31:00,8,Online,16.29,3
T0000018510,8153,2025-02-13 13:29:00,81,Store,35.51,3
T0000018511,8194,2025-02-13 08:15:00,59,Store,19.85,1
T0000018512,8267,2025-02-13 17:35:00,18,Store,15.03,1
T0000018513,8441,2025-02-13 08:40:00,39,Online,80.3,9
T0000018514,8511,2025-02-13 20:33:00,36,Store,30.04,4
T0000018515,8530,2025-02-13 08:34:00,44,Store,38.5,6
T0000018516,8530,2025-02-13 16:30:00,8,Online,13.11,2
T0000018517,8545,2025-02-13 08:48:00,86,Store,35.51,4
T0000018518,8600,2025-02-13 16:00:00,58,Store,5.29,1
T0000018519,8767,2025-02-13 15:55:00,61,Online,37.37,4
T0000018520,8785,2025-02-13 09:26:00,92,Store,29.64,4
T0000018521,8820,2025-02-13 19:17:00,60,Store,62.5,8
T0000018522,8834,2025-02-13 10:40:00,58,Store,84.43,10
T0000018523,9054,2025-02-13 11:03:00,6,Online,13.72,1
T0000018524,9072,2025-02-13 15:07:00,3,Store,24.2,3
T0000018525,9160,2025-02-13 17:39:00,59,Store,29.07,2
T0000018526,9174,2025-02-13 14:47:00,37,Online,19.25,2
T0000018527,9174,2025-02-13 19:01:00,26,Store,41.46,4
T0000018528,9347,2025-02-13 19:03:00,77,Store,15.68,2
T0000018529,9391,2025-02-13 16:28:00,71,Online,6.53,1
T0000018530,9391,2025-02-13 16:47:00,57,Store,11.34,1
T0000018531,9399,2025-02-13 19:45:00,66,Online,15.07,1
T0000018532,9482,2025-02-13 08:16:00,51,Store,29.09,4
T0000018533,9482,2025-02-13 18:40:00,48,Store,23.94,4
T0000018534,9526,2025-02-13 15:19:00,88,Store,15.38,1
T0000018535,9532,2025-02-13 19:53:00,78,Online,26.11,1
T0000018536,9675,2025-02-13 18:46:00,39,Store,12.56,1
T0000018537,9751,2025-02-13 08:13:00,63,Store,13.25,1
T0000018538,9754,2025-02-13 15:13:00,105,Store,24.89,3
T0000018539,9756,2025-02-13 18:05:00,47,Store,23.58,4
T0000018540,9894,2025-02-13 09:05:00,68,Store,47.48,6
T0000018541,9966,2025-02-13 18:45:00,99,Store,29.26,5
T0000018542,9977,2025-02-13 10:13:00,102,Store,9.44,2
T0000018543,10093,2025-02-13 19:13:00,62,Store,7.16,2
T0000018544,10123,2025-02-13 10:53:00,87,Store,15.53,2
T0000018545,10135,2025-02-13 18:52:00,45,Store,56.63,8
T0000018546,10135,2025-02-13 09:32:00,75,Store,8.81,1
T0000018547,10139,2025-02-13 19:38:00,60,Online,26.9,2
T0000018548,10181,2025-02-13 14:00:00,72,Online,32.88,5
T0000018549,10501,2025-02-13 16:32:00,91,Online,48.88,5
T0000018550,10610,2025-02-13 14:33:00,19,Online,15.43,2
T0000018551,10672,2025-02-13 19:00:00,67,Store,37.1,5
T0000018552,10807,2025-02-13 11:17:00,78,Online,22.3,2
T0000018553,10832,2025-02-13 16:17:00,37,Store,33.23,5
T0000018554,10836,2025-02-13 09:11:00,50,Store,23.52,2
T0000018555,10836,2025-02-13 10:15:00,47,Store,15.13,2
T0000018556,10912,2025-02-13 18:51:00,119,Store,67.23,8
T0000018557,10934,2025-02-13 10:37:00,34,Store,22.39,3
T0000018558,10939,2025-02-13 14:35:00,106,Store,19.42,2
T0000018559,11107,2025-02-13 18:42:00,103,Store,9.35,1
T0000018560,11226,2025-02-13 12:55:00,72,Store,32.66,4
T0000018561,11237,2025-02-13 10:59:00,51,Online,17.62,1
T0000018562,11276,2025-02-13 10:57:00,97,Store,7.09,1
T0000018563,11276,2025-02-13 18:12:00,106,Store,12.34,1
T0000018564,11299,2025-02-13 16:04:00,5,Store,16.49,2
T0000018565,11364,2025-02-13 17:10:00,77,Store,19.22,1
T0000018566,11446,2025-02-13 19:40:00,51,Store,34.75,5
T0000018567,11527,2025-02-13 20:44:00,25,Online,20.66,3
T0000018568,11527,2025-02-13 11:44:00,35,Store,34.01,1
T0000018569,11538,2025-02-13 17:19:00,46,Store,28.31,5
T0000018570,11628,2025-02-13 08:20:00,103,Online,7.36,1
T0000018571,11700,2025-02-13 12:32:00,84,Online,21.46,3
T0000018572,11795,2025-02-13 14:19:00,59,Store,14.37,2
T0000018573,11795,2025-02-13 15:35:00,109,Store,23.22,3
T0000018574,11820,2025-02-13 09:43:00,106,Store,18.98,1
T0000018575,11820,2025-02-13 16:51:00,31,Store,21.86,2
T0000018576,11834,2025-02-13 14:49:00,91,Store,10.91,1
T0000018577,11841,2025-02-13 17:35:00,10,Store,10.24,2
T0000018578,11905,2025-02-13 18:42:00,39,Online,17.91,2
T0000018579,11957,2025-02-13 19:29:00,35,Store,16.0,3
T0000018580,12028,2025-02-13 10:02:00,59,Store,25.99,4
T0000018581,12174,2025-02-13 13:22:00,88,Store,26.38,5
T0000018582,12179,2025-02-13 17:28:00,106,Store,19.7,3
T0000018583,12270,2025-02-13 16:27:00,44,Store,39.45,4
T0000018584,12305,2025-02-13 10:52:00,88,Store,40.39,3
T0000018585,12398,2025-02-13 08:13:00,4,Store,9.72,1
T0000018586,12693,2025-02-13 09:03:00,69,Store,14.26,1
T0000018587,12741,2025-02-13 18:02:00,26,Online,87.26,10
T0000018588,12743,2025-02-13 10:02:00,69,Store,9.46,1
T0000018589,12801,2025-02-13 19:55:00,102,Store,22.84,1
T0000018590,12801,2025-02-13 16:56:00,30,Online,12.2,1
T0000018591,12807,2025-02-13 14:17:00,62,Store,33.91,3
T0000018592,12913,2025-02-13 20:46:00,113,Store,13.02,4
T0000018593,12913,2025-02-13 18:07:00,77,Store,5.06,1
T0000018594,12967,2025-02-13 16:12:00,79,Store,42.52,4
T0000018595,13075,2025-02-13 18:59:00,3,Store,20.84,2
T0000018596,13134,2025-02-13 11:25:00,17,Store,23.28,4
T0000018597,13220,2025-02-13 19:02:00,33,Store,16.11,4
T0000018598,13278,2025-02-13 14:58:00,45,Store,44.93,4
T0000018599,13416,2025-02-13 19:09:00,95,Store,16.48,2
T0000018600,13507,2025-02-13 08:40:00,39,Store,51.51,9
T0000018601,13575,2025-02-13 13:46:00,40,Store,11.16,1
T0000018602,13641,2025-02-13 20:46:00,118,Store,20.53,1
T0000018603,13647,2025-02-13 13:47:00,90,Store,41.74,5
T0000018604,13800,2025-02-13 15:20:00,95,Store,41.63,5
T0000018605,13802,2025-02-13 09:22:00,110,Store,25.93,4
T0000018606,13806,2025-02-13 10:39:00,87,Online,11.19,1
T0000018607,14141,2025-02-13 08:03:00,110,Store,12.24,3
T0000018608,14374,2025-02-13 13:29:00,99,Store,13.77,1
T0000018609,14377,2025-02-13 10:06:00,17,Online,13.35,3
T0000018610,14377,2025-02-13 17:40:00,100,Store,11.15,2
T0000018611,14467,2025-02-13 09:21:00,57,Store,10.37,1
T0000018612,14595,2025-02-13 18:16:00,33,Store,9.41,2
T0000018613,14649,2025-02-13 15:38:00,8,Store,29.62,4
T0000018614,14722,2025-02-13 18:46:00,76,Store,10.74,2
T0000018615,14722,2025-02-13 13:04:00,69,Store,25.25,5
T0000018616,14772,2025-02-13 18:53:00,5,Store,48.67,6
T0000018617,14794,2025-02-13 08:34:00,69,Store,11.14,1
T0000018618,14833,2025-02-13 20:00:00,92,Store,8.48,1
T0000018619,14848,2025-02-13 20:18:00,89,Store,15.66,1
T0000018620,15059,2025-02-13 16:56:00,35,Online,15.42,1
T0000018621,15175,2025-02-13 18:23:00,45,Online,15.57,1
T0000018622,15217,2025-02-13 11:38:00,94,Online,21.43,1
T0000018623,15239,2025-02-13 14:14:00,61,Store,22.67,2
T0000018624,15251,2025-02-13 11:50:00,48,Store,60.66,6
T0000018625,15276,2025-02-13 20:18:00,104,Store,26.27,4
T0000018626,15475,2025-02-13 17:05:00,12,Store,5.61,1
T0000018627,15572,2025-02-13 08:27:00,64,Online,19.5,2
T0000018628,15588,2025-02-13 13:43:00,36,Store,17.65,3
T0000018629,15601,2025-02-13 18:10:00,85,Store,18.88,2
T0000018630,15617,2025-02-13 18:01:00,111,Store,15.83,1
T0000018631,15686,2025-02-13 15:08:00,44,Store,7.33,1
T0000018632,15747,2025-02-13 15:51:00,62,Store,44.01,4
T0000018633,15797,2025-02-13 19:28:00,59,Store,13.77,1
T0000018634,15803,2025-02-13 09:28:00,52,Online,20.88,1
T0000018635,15803,2025-02-13 09:38:00,54,Store,7.95,1
T0000018636,15858,2025-02-13 10:04:00,80,Store,10.11,1
T0000018637,15938,2025-02-13 13:32:00,84,Store,14.41,3
T0000018638,16005,2025-02-13 12:48:00,20,Store,9.97,1
T0000018639,16125,2025-02-13 15:48:00,100,Store,12.82,1
T0000018640,16266,2025-02-13 15:53:00,99,Store,32.32,4
T0000018641,16300,2025-02-13 13:53:00,33,Online,25.66,3
T0000018642,16325,2025-02-13 19:30:00,95,Store,40.57,3
T0000018643,16351,2025-02-13 19:30:00,59,Store,34.85,6
T0000018644,16375,2025-02-13 16:12:00,25,Store,14.69,4
T0000018645,16460,2025-02-13 20:43:00,74,Store,13.1,2
T0000018646,16491,2025-02-13 11:28:00,39,Store,36.33,6
T0000018647,16790,2025-02-13 11:08:00,31,Store,10.38,1
T0000018648,16846,2025-02-13 17:19:00,4,Store,12.31,1
T0000018649,16879,2025-02-13 17:14:00,104,Store,33.69,5
T0000018650,16972,2025-02-13 18:00:00,106,Store,6.09,2
T0000018651,17038,2025-02-13 13:13:00,44,Store,11.53,1
T0000018652,17103,2025-02-13 19:37:00,54,Store,14.04,1
T0000018653,17119,2025-02-13 16:24:00,12,Store,21.02,3
T0000018654,17119,2025-02-13 09:40:00,40,Store,26.64,3
T0000018655,17149,2025-02-13 14:04:00,104,Store,33.77,4
T0000018656,17165,2025-02-13 20:14:00,108,Online,7.73,1
T0000018657,17248,2025-02-13 17:20:00,78,Store,37.02,4
T0000018658,17325,2025-02-13 10:58:00,1,Store,13.0,1
T0000018659,17325,2025-02-13 14:03:00,85,Store,25.31,2
T0000018660,17364,2025-02-13 17:06:00,116,Online,25.62,1
T0000018661,17459,2025-02-13 09:24:00,43,Store,28.16,5
T0000018662,17495,2025-02-13 08:14:00,110,Online,16.15,1
T0000018663,17495,2025-02-13 11:54:00,28,Store,31.83,5
T0000018664,17496,2025-02-13 15:24:00,108,Store,18.89,3
T0000018665,17593,2025-02-13 11:04:00,116,Online,22.47,5
T0000018666,17593,2025-02-13 14:49:00,66,Online,40.05,6
T0000018667,17595,2025-02-13 20:23:00,51,Store,16.73,2
T0000018668,17625,2025-02-13 08:57:00,26,Store,63.51,9
T0000018669,17708,2025-02-13 12:59:00,18,Store,28.9,3
T0000018670,17767,2025-02-13 08:11:00,18,Store,19.91,3
T0000018671,17854,2025-02-13 10:03:00,9,Store,14.19,1
T0000018672,17953,2025-02-13 09:57:00,111,Store,23.96,3
T0000018673,17983,2025-02-13 08:09:00,60,Store,15.09,1
T0000018674,18002,2025-02-13 20:32:00,90,Online,19.94,5
T0000018675,18033,2025-02-13 12:29:00,31,Store,39.11,6
T0000018676,18095,2025-02-13 16:21:00,75,Online,41.08,5
T0000018677,18238,2025-02-13 19:09:00,10,Store,8.77,1
T0000018678,18249,2025-02-13 13:14:00,73,Store,14.04,1
T0000018679,18470,2025-02-13 13:47:00,111,Store,60.05,9
T0000018680,18534,2025-02-13 12:59:00,23,Store,61.08,8
T0000018681,18561,2025-02-13 11:32:00,68,Store,33.39,4
T0000018682,18580,2025-02-13 17:45:00,113,Store,22.06,3
T0000018683,18583,2025-02-13 11:11:00,100,Store,44.77,4
T0000018684,18626,2025-02-13 16:14:00,29,Store,14.39,4
T0000018685,18747,2025-02-13 09:30:00,86,Store,18.86,3
T0000018686,18773,2025-02-13 18:12:00,50,Store,14.95,2
T0000018687,18873,2025-02-13 20:16:00,99,Store,10.54,1
T0000018688,19117,2025-02-13 12:22:00,70,Online,18.02,2
T0000018689,19230,2025-02-13 19:01:00,68,Store,28.67,4
T0000018690,19230,2025-02-13 16:47:00,102,Online,19.38,2
T0000018691,19329,2025-02-13 10:25:00,40,Store,13.15,3
T0000018692,19331,2025-02-13 14:02:00,97,Online,18.51,3
T0000018693,19343,2025-02-13 15:27:00,19,Store,37.02,4
T0000018694,19442,2025-02-13 15:10:00,85,Online,13.16,2
T0000018695,19450,2025-02-13 20:27:00,8,Online,18.9,3
T0000018696,19540,2025-02-13 18:12:00,78,Online,21.4,2
T0000018697,19741,2025-02-13 16:25:00,114,Store,18.29,1
T0000018698,19939,2025-02-13 11:06:00,11,Online,52.79,5
T0000018699,19939,2025-02-13 19:32:00,18,Store,24.65,3
T0000018700,20036,2025-02-13 20:04:00,21,Store,18.15,3
T0000018701,20038,2025-02-13 20:15:00,25,Store,38.47,5
T0000018702,20064,2025-02-13 16:11:00,100,Online,19.62,2
T0000018703,20126,2025-02-13 20:49:00,21,Store,8.22,1
T0000018704,20189,2025-02-13 13:38:00,5,Store,31.17,5
T0000018705,20204,2025-02-13 11:31:00,83,Store,27.0,4
T0000018706,20204,2025-02-13 13:41:00,78,Store,20.39,3
T0000018707,20210,2025-02-13 20:14:00,41,Store,11.74,1
T0000018708,20223,2025-02-13 15:44:00,106,Store,25.89,4
T0000018709,20368,2025-02-13 11:21:00,46,Online,21.18,3
T0000018710,20469,2025-02-13 14:59:00,25,Store,13.91,2
T0000018711,20483,2025-02-13 20:10:00,8,Store,17.82,1
T0000018712,20665,2025-02-13 17:35:00,13,Store,20.24,4
T0000018713,20681,2025-02-13 09:47:00,102,Store,8.21,3
T0000018714,20739,2025-02-13 15:42:00,83,Store,16.44,3
T0000018715,20868,2025-02-13 15:23:00,45,Online,12.32,2
T0000018716,20926,2025-02-13 10:28:00,51,Store,32.7,5
T0000018717,20926,2025-02-13 14:41:00,28,Store,16.12,3
T0000018718,20961,2025-02-13 08:58:00,82,Store,20.05,4
T0000018719,20970,2025-02-13 14:37:00,23,Store,55.74,7
T0000018720,21062,2025-02-13 11:25:00,31,Store,10.45,1
T0000018721,21062,2025-02-13 12:24:00,7,Store,19.92,3
T0000018722,21147,2025-02-13 15:32:00,33,Store,21.52,2
T0000018723,21423,2025-02-13 10:14:00,53,Online,34.36,5
T0000018724,21428,2025-02-13 08:57:00,82,Store,50.05,5
T0000018725,21571,2025-02-13 17:18:00,113,Store,58.12,7
T0000018726,21571,2025-02-13 17:03:00,6,Online,15.43,1
T0000018727,21617,2025-02-13 11:16:00,49,Store,24.38,3
T0000018728,21626,2025-02-13 20:21:00,114,Store,15.95,3
T0000018729,21669,2025-02-13 20:25:00,117,Store,21.05,3
T0000018730,21730,2025-02-13 16:03:00,49,Online,22.77,2
T0000018731,21825,2025-02-13 17:47:00,33,Store,17.17,3
T0000018732,21852,2025-02-13 18:58:00,58,Store,40.92,5
T0000018733,21901,2025-02-13 16:39:00,80,Store,40.74,4
T0000018734,21901,2025-02-13 18:50:00,97,Store,19.53,3
T0000018735,21942,2025-02-13 08:04:00,93,Store,13.55,1
T0000018736,21943,2025-02-13 12:16:00,21,Store,12.54,2
T0000018737,21953,2025-02-13 16:55:00,54,Store,7.61,1
T0000018738,22021,2025-02-13 09:50:00,37,Store,11.23,3
T0000018739,22101,2025-02-13 16:01:00,96,Store,9.32,2
T0000018740,22101,2025-02-13 11:33:00,116,Online,6.66,1
T0000018741,22111,2025-02-13 12:17:00,66,Store,17.89,2
T0000018742,22112,2025-02-13 09:18:00,19,Store,15.31,1
T0000018743,22175,2025-02-13 15:00:00,61,Online,14.79,1
T0000018744,22241,2025-02-13 13:30:00,59,Store,32.82,5
T0000018745,22274,2025-02-13 08:38:00,83,Online,36.44,5
T0000018746,22274,2025-02-13 10:21:00,13,Store,20.01,4
T0000018747,22654,2025-02-13 13:51:00,12,Store,7.16,2
T0000018748,22705,2025-02-13 12:09:00,90,Online,15.5,1
T0000018749,22705,2025-02-13 16:47:00,25,Store,13.43,3
T0000018750,22757,2025-02-13 08:22:00,100,Store,13.13,3
T0000018751,22981,2025-02-13 13:24:00,95,Store,44.86,6
T0000018752,22981,2025-02-13 08:08:00,84,Store,34.88,5
T0000018753,23113,2025-02-13 12:18:00,85,Online,24.82,2
T0000018754,23120,2025-02-13 09:34:00,37,Store,13.59,2
T0000018755,23328,2025-02-13 13:13:00,109,Store,20.29,3
T0000018756,23367,2025-02-13 08:01:00,52,Store,9.65,2
T0000018757,23399,2025-02-13 15:52:00,52,Store,41.58,6
T0000018758,23399,2025-02-13 09:14:00,89,Online,28.86,2
T0000018759,23622,2025-02-13 12:43:00,59,Store,10.11,1
T0000018760,23719,2025-02-13 19:05:00,31,Online,11.0,1
T0000018761,23835,2025-02-13 15:05:00,44,Store,43.65,4
T0000018762,23839,2025-02-13 14:54:00,35,Store,27.74,3
T0000018763,24072,2025-02-13 12:53:00,61,Store,5.42,1
T0000018764,24074,2025-02-13 15:07:00,35,Store,19.85,2
T0000018765,24111,2025-02-13 13:39:00,95,Store,36.07,4
T0000018766,24117,2025-02-13 18:26:00,66,Store,15.1,2
T0000018767,24117,2025-02-13 12:38:00,8,Store,7.76,3
T0000018768,24166,2025-02-13 11:44:00,35,Store,28.03,3
T0000018769,24302,2025-02-13 09:55:00,63,Store,17.24,1
T0000018770,24353,2025-02-13 19:59:00,114,Store,15.98,3
T0000018771,24373,2025-02-13 18:35:00,1,Store,31.57,4
T0000018772,24476,2025-02-13 16:05:00,2,Store,12.73,2
T0000018773,24540,2025-02-13 18:00:00,26,Store,13.17,2
T0000018774,24540,2025-02-13 17:04:00,68,Store,9.17,2
T0000018775,24605,2025-02-13 19:50:00,40,Store,11.1,3
T0000018776,24678,2025-02-13 08:33:00,25,Store,38.17,3
T0000018777,24687,2025-02-13 20:58:00,80,Store,20.79,1
T0000018778,24688,2025-02-13 12:29:00,17,Store,11.59,1
T0000018779,24695,2025-02-13 18:08:00,113,Store,53.69,6
T0000018780,24784,2025-02-13 18:59:00,115,Store,53.43,6
T0000018781,24849,2025-02-13 09:07:00,62,Online,28.79,3
T0000018782,24884,2025-02-13 20:16:00,113,Online,31.69,2
T0000018783,24921,2025-02-13 14:01:00,6,Store,17.14,1
T0000018784,24921,2025-02-13 19:06:00,83,Store,42.25,5
T0000018785,69,2025-02-14 11:57:00,106,Store,14.15,2
T0000018786,214,2025-02-14 15:08:00,14,Store,10.99,2
T0000018787,214,2025-02-14 15:21:00,50,Store,19.62,1
T0000018788,233,2025-02-14 08:04:00,92,Online,14.78,2
T0000018789,256,2025-02-14 14:58:00,54,Store,57.16,6
T0000018790,274,2025-02-14 12:30:00,37,Store,9.39,3
T0000018791,359,2025-02-14 16:44:00,88,Store,11.56,3
T0000018792,589,2025-02-14 14:22:00,95,Store,63.73,6
T0000018793,594,2025-02-14 18:06:00,104,Store,18.08,2
T0000018794,642,2025-02-14 12:42:00,106,Store,46.81,6
T0000018795,665,2025-02-14 15:20:00,49,Store,16.01,3
T0000018796,731,2025-02-14 14:55:00,80,Store,13.48,5
T0000018797,891,2025-02-14 10:35:00,116,Store,13.23,1
T0000018798,978,2025-02-14 11:26:00,1,Store,16.68,3
T0000018799,992,2025-02-14 10:33:00,4,Online,23.52,4
T0000018800,1033,2025-02-14 09:55:00,44,Online,14.75,2
T0000018801,1077,2025-02-14 09:45:00,108,Store,36.01,5
T0000018802,1292,2025-02-14 14:06:00,11,Store,14.1,1
T0000018803,1419,2025-02-14 14:47:00,10,Store,7.81,1
T0000018804,1635,2025-02-14 14:06:00,34,Store,43.19,5
T0000018805,1689,2025-02-14 19:06:00,53,Store,42.39,5
T0000018806,1689,2025-02-14 19:42:00,91,Store,20.83,2
T0000018807,1758,2025-02-14 17:08:00,32,Store,16.06,3
T0000018808,1800,2025-02-14 19:02:00,31,Store,21.99,4
T0000018809,1801,2025-02-14 16:33:00,43,Store,25.22,5
T0000018810,1951,2025-02-14 12:13:00,13,Online,46.84,6
T0000018811,1998,2025-02-14 18:27:00,43,Store,16.47,1
T0000018812,2010,2025-02-14 11:02:00,34,Store,17.24,4
T0000018813,2162,2025-02-14 15:24:00,31,Store,39.37,5
T0000018814,2162,2025-02-14 15:51:00,57,Store,18.41,2
T0000018815,2267,2025-02-14 18:17:00,56,Store,15.51,3
T0000018816,2301,2025-02-14 17:54:00,55,Store,8.54,1
T0000018817,2366,2025-02-14 13:58:00,108,Store,20.67,4
T0000018818,2402,2025-02-14 19:42:00,116,Store,5.99,1
T0000018819,2435,2025-02-14 10:26:00,66,Store,23.33,3
T0000018820,2504,2025-02-14 11:34:00,36,Store,42.5,5
T0000018821,2513,2025-02-14 20:28:00,10,Store,13.69,1
T0000018822,2548,2025-02-14 10:01:00,21,Store,35.95,3
T0000018823,2878,2025-02-14 14:37:00,88,Store,18.05,1
T0000018824,2894,2025-02-14 19:39:00,29,Store,31.72,3
T0000018825,3033,2025-02-14 09:46:00,97,Online,46.7,4
T0000018826,3037,2025-02-14 10:39:00,83,Store,15.44,2
T0000018827,3039,2025-02-14 09:15:00,44,Store,9.68,1
T0000018828,3072,2025-02-14 18:35:00,73,Online,21.09,2
T0000018829,3209,2025-02-14 09:35:00,109,Store,12.59,2
T0000018830,3210,2025-02-14 14:25:00,20,Store,17.05,3
T0000018831,3214,2025-02-14 20:11:00,107,Store,18.2,1
T0000018832,3219,2025-02-14 15:31:00,33,Store,15.34,3
T0000018833,3219,2025-02-14 17:47:00,104,Store,61.53,8
T0000018834,3233,2025-02-14 17:22:00,7,Online,13.57,2
T0000018835,3339,2025-02-14 15:05:00,74,Store,22.88,2
T0000018836,3339,2025-02-14 15:24:00,1,Store,8.09,1
T0000018837,3409,2025-02-14 10:30:00,84,Online,16.83,2
T0000018838,3463,2025-02-14 14:55:00,104,Store,78.27,8
T0000018839,3528,2025-02-14 08:11:00,18,Online,17.77,3
T0000018840,3566,2025-02-14 08:18:00,41,Store,20.76,2
T0000018841,3566,2025-02-14 16:26:00,9,Store,32.1,5
T0000018842,3641,2025-02-14 19:49:00,98,Store,24.42,4
T0000018843,3675,2025-02-14 16:07:00,31,Store,32.8,3
T0000018844,3678,2025-02-14 13:14:00,113,Store,21.68,4
T0000018845,3726,2025-02-14 09:15:00,25,Store,16.71,2
T0000018846,3752,2025-02-14 11:28:00,80,Store,14.12,1
T0000018847,3752,2025-02-14 11:06:00,66,Store,24.39,2
T0000018848,3990,2025-02-14 19:06:00,105,Store,35.53,4
T0000018849,3999,2025-02-14 12:01:00,47,Store,39.72,4
T0000018850,4031,2025-02-14 16:08:00,88,Store,11.41,1
T0000018851,4053,2025-02-14 12:55:00,49,Store,23.01,4
T0000018852,4071,2025-02-14 20:53:00,52,Store,18.94,1
T0000018853,4095,2025-02-14 16:44:00,65,Online,18.23,2
T0000018854,4148,2025-02-14 13:45:00,111,Store,12.11,1
T0000018855,4297,2025-02-14 13:30:00,62,Store,5.88,1
T0000018856,4548,2025-02-14 16:23:00,29,Store,32.54,3
T0000018857,4563,2025-02-14 16:59:00,72,Online,27.91,2
T0000018858,4563,2025-02-14 11:11:00,114,Store,36.64,5
T0000018859,4629,2025-02-14 20:10:00,49,Store,9.88,1
T0000018860,4643,2025-02-14 16:34:00,84,Store,57.29,7
T0000018861,4661,2025-02-14 15:58:00,66,Store,64.32,7
T0000018862,4686,2025-02-14 17:24:00,97,Store,7.69,2
T0000018863,4710,2025-02-14 19:20:00,100,Online,7.84,2
T0000018864,4737,2025-02-14 08:31:00,87,Store,41.69,5
T0000018865,4775,2025-02-14 13:04:00,95,Store,23.55,3
T0000018866,4775,2025-02-14 20:58:00,102,Store,7.6,2
