customer_id,signup_date,tenure_days,loyalty_tier,region,channel_pref,consent_email,consent_sms,baseline_buy_prob_daily,lifecycle
10626,2024-05-04,331,Bronze,North,Email,0,0,0.010736970661792647,Lapsed
10627,2024-06-26,278,Bronze,South,Email,1,1,0.010806214722444864,Warm
10628,2023-08-24,585,Bronze,South,Push,1,1,0.009468888524900982,Lapsed
10629,2023-07-07,633,Bronze,West,Email,1,0,0.011016134316888453,Lapsed
10630,2024-05-05,330,Bronze,East,Email,1,0,0.010666759351942695,Lapsed
10631,2024-11-05,146,Gold,West,Email,1,1,0.011106762174840093,Warm
10632,2024-03-22,374,Silver,West,Email,1,1,0.01573736640373385,Lapsed
10633,2023-11-17,500,Silver,North,Push,1,1,0.012396607101621038,Lapsed
10634,2025-01-26,64,Silver,South,Push,1,0,0.007841311495106263,New
10635,2024-12-23,98,Silver,South,Email,0,1,0.013517219002007261,Lapsed
10636,2022-12-24,828,Bronze,South,Push,1,0,0.01168256290424868,Lapsed
10637,2025-01-29,61,Silver,West,Email,1,1,0.012164000805208353,New
10638,2024-03-13,383,Bronze,North,Email,1,1,0.009083830563359416,Lapsed
10639,2023-05-07,694,Bronze,West,Email,1,1,0.01044362834828371,Lapsed
10640,2024-05-20,315,Bronze,North,SMS,1,0,0.009547768364276442,Warm
10641,2023-12-27,460,Silver,East,SMS,1,1,0.01574438671578108,Warm
10642,2024-12-16,105,Silver,North,Email,1,0,0.012832853483149807,Warm
10643,2023-04-10,721,Bronze,East,Push,1,0,0.012481535397847122,Lapsed
10644,2023-08-28,581,Silver,East,Email,0,1,0.01565721574764373,Lapsed
10645,2023-02-20,770,Gold,South,SMS,1,1,0.019358946263590512,Warm
10646,2023-02-09,781,Bronze,West,Push,1,1,0.011371328214945565,Warm
10647,2024-04-30,335,Bronze,East,Email,1,1,0.009104741034932171,Lapsed
10648,2025-01-25,65,Silver,North,Push,1,1,0.007977929125287862,New
10649,2024-05-04,331,Silver,South,SMS,1,1,0.011811229322935778,Lapsed
10650,2024-10-26,156,Bronze,South,SMS,1,0,0.0113589333984111,Warm
10651,2023-11-24,493,Bronze,South,Email,1,0,0.010129736517064811,Warm
10652,2024-10-25,157,Gold,North,Email,1,1,0.015187692138736426,Lapsed
10653,2022-12-20,832,Bronze,North,Email,0,1,0.011375354572393057,Lapsed
10654,2023-09-25,553,Gold,West,Push,1,1,0.019665254377135986,Lapsed
10655,2024-07-24,250,Silver,West,Email,1,0,0.012219681829802475,Lapsed
10656,2022-12-21,831,Gold,North,Email,1,0,0.01953288296968822,Lapsed
10657,2023-05-02,699,Bronze,West,Email,1,1,0.011816117247167288,Warm
10658,2024-02-15,410,Silver,North,Push,1,0,0.016400602006433215,Lapsed
10659,2024-10-25,157,Bronze,East,Email,0,1,0.006557937000608587,Lapsed
10660,2024-05-06,329,Bronze,North,Email,1,1,0.011935174770769033,Lapsed
10661,2023-10-10,538,Bronze,South,SMS,1,1,0.011473623642663553,Lapsed
10662,2023-05-05,696,Bronze,South,Email,1,0,0.008267043718087504,Lapsed
10663,2024-07-17,257,Bronze,East,Push,1,1,0.01108106569107704,Active
10664,2023-05-25,676,Silver,South,SMS,1,1,0.01520308347977298,Lapsed
10665,2024-06-28,276,Bronze,West,Email,1,0,0.007646814233670621,Lapsed
10666,2024-07-30,244,Bronze,North,Email,0,0,0.009094212693008532,Lapsed
10667,2024-02-07,418,Bronze,East,Email,1,0,0.01259302634734054,Lapsed
10668,2024-10-13,169,Silver,North,SMS,1,1,0.012437801837255867,Warm
10669,2024-03-14,382,Bronze,North,Email,1,0,0.009839091450928948,Warm
10670,2024-04-24,341,Silver,South,Push,1,1,0.013320486211617678,Warm
10671,2024-07-01,273,Bronze,North,Email,1,0,0.008670661766497665,Lapsed
10672,2023-04-27,704,Silver,West,Push,1,0,0.015153465014712248,Lapsed
10673,2024-05-17,318,Silver,East,Email,1,1,0.013216495922694407,Lapsed
10674,2023-07-06,634,Silver,East,Email,1,1,0.01859232106603072,Warm
10675,2023-06-14,656,Silver,North,Push,1,1,0.014633597665153448,Lapsed
10676,2023-07-31,609,Gold,North,Email,1,0,0.023617773884971324,Active
10677,2024-07-10,264,Bronze,East,SMS,0,0,0.003949256720892893,Active
10678,2023-03-11,751,Bronze,North,SMS,1,0,0.011583177255176658,Lapsed
10679,2024-08-08,235,Gold,North,Email,1,0,0.017702989098811652,Warm
10680,2024-07-03,271,Gold,North,SMS,1,0,0.01930089396744468,Lapsed
10681,2023-01-30,791,Silver,West,Email,1,1,0.01668467842601018,Active
10682,2024-05-10,325,Bronze,South,Email,1,0,0.0038793946797148968,Warm
10683,2023-07-04,636,Bronze,North,SMS,1,1,0.014369441261641934,Lapsed
10684,2025-01-24,66,Gold,South,Email,1,1,0.01104261057261198,New
10685,2023-09-14,564,Silver,West,Push,0,0,0.013953117185533086,Lapsed
10686,2023-02-05,785,Bronze,North,Email,1,1,0.008760144206664138,Lapsed
10687,2023-06-24,646,Bronze,North,Push,0,0,0.012992413794405706,Lapsed
10688,2023-10-12,536,Gold,West,Email,1,0,0.021540409836566448,Lapsed
10689,2023-02-22,768,Silver,West,SMS,1,1,0.014907962222745326,Lapsed
10690,2024-06-15,289,Platinum,East,Push,1,1,0.017621400517969153,Lapsed
10691,2024-04-08,357,Bronze,North,Push,1,0,0.011081446399309067,Lapsed
10692,2024-12-31,90,Bronze,North,Push,1,1,0.004826821660838023,Lapsed
10693,2023-07-03,637,Bronze,West,SMS,1,0,0.01728389433197984,Warm
10694,2023-06-11,659,Silver,East,Email,1,0,0.015581130539224159,Lapsed
10695,2023-05-18,683,Bronze,South,Email,1,0,0.013529150205604778,Lapsed
10696,2023-05-20,681,Bronze,North,Email,1,1,0.013320405294981949,Lapsed
10697,2024-11-11,140,Bronze,North,Email,1,1,0.008315109436591885,Lapsed
10698,2023-07-31,609,Bronze,East,Email,1,1,0.009921390703944367,Lapsed
10699,2023-05-07,694,Gold,East,Email,1,0,0.022175379095965727,Warm
10700,2024-09-05,207,Bronze,South,Email,1,1,0.008474539678355377,Warm
10701,2024-01-12,444,Bronze,East,SMS,1,1,0.012926038556673083,Warm
10702,2022-12-28,824,Silver,East,SMS,1,0,0.015179715521272752,Warm
10703,2024-03-06,390,Bronze,East,Push,1,0,0.013897733958646843,Lapsed
10704,2023-05-16,685,Silver,North,Email,1,1,0.01706690965349018,Warm
10705,2023-11-26,491,Gold,West,Email,1,1,0.018975852381665333,Warm
10706,2023-08-07,602,Silver,North,Email,1,0,0.018134861547869034,Lapsed
10707,2023-09-03,575,Silver,East,Email,1,0,0.016007268262602698,Active
10708,2023-08-13,596,Gold,North,SMS,1,1,0.020168902241965127,Lapsed
10709,2023-04-23,708,Gold,East,Email,1,1,0.019596738234269936,Lapsed
10710,2023-01-05,816,Gold,East,SMS,1,1,0.01867870370838465,Lapsed
10711,2024-06-17,287,Bronze,North,Push,1,0,0.008506553491193402,Lapsed
10712,2022-12-15,837,Silver,East,Email,1,0,0.016718215502693225,Lapsed
10713,2023-09-02,576,Silver,East,Email,0,1,0.018321649927447874,Lapsed
10714,2023-09-30,548,Bronze,South,Push,1,1,0.011613988027724896,Lapsed
10715,2024-05-20,315,Bronze,North,Email,1,1,0.009985057168256114,Lapsed
10716,2024-03-04,392,Gold,North,Email,1,1,0.019133907706707965,Lapsed
10717,2023-08-13,596,Bronze,West,SMS,1,1,0.01204564174367965,Lapsed
10718,2024-04-19,346,Gold,North,Email,1,1,0.019636524134765927,Lapsed
10719,2024-06-25,279,Platinum,South,Email,1,1,0.016591275489678113,Lapsed
10720,2023-03-20,742,Bronze,South,Push,1,1,0.010289744093277828,Lapsed
10721,2024-03-05,391,Bronze,East,Email,0,0,0.011179393579447243,Warm
10722,2023-08-19,590,Gold,East,Push,0,0,0.018382943081883634,Warm
10723,2025-02-02,57,Bronze,East,SMS,1,1,0.010643769477897677,New
10724,2024-12-24,97,Silver,East,Email,1,0,0.016162389630401654,Warm
10725,2023-02-23,767,Bronze,East,Push,1,0,0.013496704424928181,Lapsed
10726,2024-10-29,153,Bronze,West,Email,1,1,0.0067715729546766945,Lapsed
10727,2023-04-09,722,Bronze,East,Push,1,0,0.012486847100788227,Warm
10728,2023-01-08,813,Bronze,East,SMS,1,1,0.012604469789554746,Active
10729,2024-01-08,448,Gold,East,Email,1,0,0.0180239256285963,Lapsed
10730,2023-01-22,799,Bronze,South,Email,1,1,0.009533668637251792,Lapsed
10731,2024-02-24,401,Bronze,East,Push,1,0,0.008877544541886878,Warm
10732,2022-11-24,858,Silver,East,SMS,1,1,0.01458870119396908,Lapsed
10733,2024-08-07,236,Gold,West,Email,0,1,0.014227386949912341,Warm
10734,2024-02-23,402,Bronze,West,SMS,1,0,0.009679594434277496,Lapsed
10735,2024-03-28,368,Silver,South,Email,0,0,0.014504223465273846,Warm
10736,2023-04-19,712,Bronze,East,SMS,1,0,0.00966872893435428,Lapsed
10737,2025-01-22,68,Gold,South,SMS,1,0,0.01497540464252495,New
10738,2023-03-12,750,Silver,West,Email,1,0,0.013590774048479654,Warm
10739,2025-02-09,50,Gold,East,Email,1,0,0.014868210473322502,New
10740,2024-05-31,304,Silver,West,SMS,1,0,0.014511968729409071,Warm
10741,2023-09-30,548,Gold,East,Email,1,1,0.020210012636505365,Lapsed
10742,2024-10-26,156,Bronze,East,Push,0,1,0.007841150564506454,Active
10743,2023-12-31,456,Silver,North,Email,1,1,0.015778828324170303,Lapsed
10744,2022-10-16,897,Silver,East,Email,1,0,0.017003835384058898,Lapsed
10745,2023-03-16,746,Bronze,South,SMS,1,0,0.0088428970486542,Warm
10746,2025-02-03,56,Gold,East,SMS,1,0,0.013618778975347414,New
10747,2023-10-04,544,Silver,South,SMS,0,0,0.013750010595130237,Lapsed
10748,2023-09-29,549,Gold,South,Push,1,0,0.01941917189891315,Active
10749,2025-01-01,89,Bronze,West,SMS,1,1,0.007382253267283559,New
10750,2023-08-14,595,Gold,East,SMS,1,1,0.021910252816182908,Warm
10751,2023-12-04,483,Bronze,North,Email,1,1,0.00895411207126997,Lapsed
10752,2023-07-17,623,Platinum,West,SMS,1,0,0.023484778073671674,Warm
10753,2024-06-16,288,Bronze,North,Email,1,0,0.010112296800856319,Lapsed
10754,2024-07-22,252,Silver,South,Email,1,0,0.0101176228825255,Lapsed
10755,2023-05-31,670,Bronze,South,Email,1,1,0.0076409909643127185,Lapsed
10756,2023-06-13,657,Silver,North,SMS,1,0,0.017970636374576177,Warm
10757,2024-10-12,170,Bronze,West,Email,1,0,0.007942254716980523,Lapsed
10758,2024-08-25,218,Gold,East,Email,1,0,0.014248527107590924,Warm
10759,2023-10-08,540,Gold,East,Email,1,0,0.020505330758841187,Lapsed
10760,2023-03-11,751,Bronze,East,Email,0,0,0.01009369235382701,Lapsed
10761,2024-09-07,205,Gold,South,Email,1,0,0.013660179764448105,Lapsed
10762,2024-08-23,220,Silver,East,Email,1,1,0.011847645115653458,Lapsed
10763,2023-03-30,732,Bronze,East,Email,1,0,0.01058757492201212,Warm
10764,2023-07-04,636,Bronze,East,Email,0,1,0.013906047400971271,Lapsed
10765,2023-01-07,814,Bronze,South,Push,1,1,0.011493421584521267,Lapsed
10766,2023-04-20,711,Bronze,North,Email,1,1,0.010198899289536099,Warm
10767,2022-11-23,859,Silver,North,Email,0,0,0.01875504693835009,Lapsed
10768,2024-09-18,194,Silver,North,Email,1,1,0.0119365850021465,Warm
10769,2024-07-08,266,Bronze,East,SMS,1,1,0.012630859431935692,Lapsed
10770,2024-08-06,237,Gold,South,Push,1,1,0.013588507825218315,Lapsed
10771,2025-01-12,78,Bronze,East,Push,1,1,0.006611470919391469,New
10772,2023-04-24,707,Gold,East,Email,1,0,0.01718781241606873,Warm
10773,2023-08-04,605,Gold,South,SMS,1,0,0.018056047755066893,Lapsed
10774,2024-12-17,104,Silver,East,Push,0,0,0.017986258952323184,Warm
10775,2024-09-10,202,Silver,North,Email,1,1,0.01210458909930521,Lapsed
10776,2024-09-17,195,Bronze,West,Push,0,1,0.01005001424757173,Lapsed
10777,2024-03-16,380,Gold,South,SMS,1,0,0.0162111910977631,Lapsed
10778,2024-01-30,426,Silver,West,Push,1,1,0.014508484174221315,Warm
10779,2024-06-23,281,Gold,North,Push,1,0,0.018015434449129373,Lapsed
10780,2022-12-13,839,Bronze,South,Email,1,0,0.01246988974284381,Lapsed
10781,2024-08-28,215,Silver,South,Email,1,1,0.010915702568868323,Warm
10782,2023-10-30,518,Bronze,South,Email,1,0,0.01286988722641488,Lapsed
10783,2024-02-14,411,Silver,South,Email,1,0,0.012190088600775254,Warm
10784,2024-03-29,367,Silver,South,SMS,1,1,0.01292176949516628,Lapsed
10785,2023-03-14,748,Bronze,West,Push,1,0,0.01083052874551755,Lapsed
10786,2022-11-01,881,Bronze,East,Email,1,0,0.012114215935420131,Lapsed
10787,2025-02-24,35,Bronze,North,SMS,1,1,0.008414393971836267,New
10788,2024-01-23,433,Bronze,North,Email,1,1,0.014497580620651236,Warm
10789,2024-11-18,133,Bronze,West,Email,0,1,0.010332577425371534,Warm
10790,2024-02-18,407,Bronze,North,Email,1,1,0.01120759971833474,Lapsed
10791,2023-09-12,566,Bronze,East,SMS,1,1,0.01033527011625044,Active
10792,2024-03-08,388,Silver,North,Email,1,1,0.01421501589692944,Lapsed
10793,2024-06-06,298,Gold,South,Email,1,1,0.015164677487127774,Warm
10794,2024-06-03,301,Bronze,South,Email,1,0,0.00901952952763953,Lapsed
10795,2024-06-14,290,Bronze,West,Email,1,1,0.012377370253948954,Warm
10796,2024-05-22,313,Silver,East,SMS,1,0,0.01547989518360113,Warm
10797,2024-04-10,355,Bronze,North,Email,1,0,0.013550887539100876,Lapsed
10798,2023-07-12,628,Bronze,East,Email,1,0,0.009280712593679023,Lapsed
10799,2024-12-08,113,Silver,North,Email,1,1,0.013390329851517297,Lapsed
10800,2025-01-25,65,Platinum,West,SMS,1,1,0.014545465736651003,New
10801,2023-12-08,479,Bronze,South,Email,1,1,0.011430531944713558,Lapsed
10802,2023-07-17,623,Gold,West,Email,1,0,0.020101937287428793,Warm
10803,2024-07-19,255,Bronze,West,Email,0,1,0.010446128679931107,Lapsed
10804,2024-09-07,205,Bronze,North,Push,1,1,0.011849157801370781,Lapsed
10805,2023-09-05,573,Bronze,West,Email,0,1,0.011142860088921585,Lapsed
10806,2024-04-01,364,Silver,West,Email,1,0,0.01278002183676907,Lapsed
10807,2023-05-31,670,Silver,West,SMS,0,0,0.014530458449128935,Lapsed
10808,2024-10-25,157,Silver,South,Push,1,1,0.013285603009182155,Lapsed
10809,2024-11-16,135,Platinum,East,SMS,1,0,0.01782856898029241,Lapsed
10810,2023-11-07,510,Silver,North,Email,1,1,0.014258898927252609,Lapsed
10811,2024-03-25,371,Bronze,West,Email,1,1,0.01123905295928814,Lapsed
10812,2023-06-06,664,Silver,North,Email,1,0,0.017733965003231034,Lapsed
10813,2023-12-17,470,Bronze,East,Email,0,1,0.016602042657047174,Lapsed
10814,2024-04-27,338,Silver,West,Email,1,0,0.011613001805045105,Lapsed
10815,2024-10-14,168,Gold,West,Push,0,0,0.01580072318469545,Lapsed
10816,2024-10-10,172,Silver,West,SMS,1,0,0.010476354468655923,Warm
10817,2023-05-14,687,Bronze,West,Email,1,0,0.014066409611867706,Warm
10818,2024-08-16,227,Silver,East,SMS,1,0,0.011099640083711807,Warm
10819,2023-12-20,467,Bronze,East,Push,1,0,0.009962210949448692,Warm
10820,2023-03-21,741,Bronze,North,SMS,1,1,0.01265600870257068,Lapsed
10821,2023-01-10,811,Silver,West,Email,1,0,0.014813294317932314,Warm
10822,2024-07-12,262,Bronze,South,Email,1,0,0.01158066021971969,Lapsed
10823,2024-11-26,125,Bronze,West,Email,1,1,0.012465289921912818,Lapsed
10824,2023-04-28,703,Silver,South,Push,1,0,0.01236059550053469,Warm
10825,2023-07-13,627,Bronze,South,Email,1,0,0.012367879131446382,Warm
10826,2024-05-17,318,Bronze,South,SMS,1,0,0.01160477825834993,Warm
10827,2023-10-02,546,Platinum,West,SMS,1,0,0.022861728168584457,Warm
10828,2024-09-18,194,Bronze,North,Email,1,0,0.0106179995343487,Warm
10829,2023-07-01,639,Bronze,East,Email,0,1,0.013805146121676081,Lapsed
10830,2023-06-08,662,Gold,North,Push,1,0,0.019835492662672177,Active
10831,2024-06-14,290,Bronze,South,Email,1,0,0.007685514850247345,Lapsed
10832,2024-01-19,437,Gold,East,Email,1,1,0.018849563167801092,Warm
10833,2024-05-15,320,Silver,North,Email,1,1,0.013976148338213649,Lapsed
10834,2025-02-02,57,Silver,East,Email,1,0,0.009341369142026065,New
10835,2024-11-11,140,Bronze,West,Email,1,1,0.012468661320135861,Lapsed
10836,2022-11-17,865,Bronze,West,Email,1,1,0.01201084319922162,Lapsed
10837,2024-01-30,426,Gold,East,Email,1,1,0.018050439235967997,Lapsed
10838,2024-10-24,158,Bronze,North,SMS,1,1,0.01018096424558201,Warm
10839,2025-01-22,68,Silver,East,Email,1,1,0.00934221882874714,New
10840,2024-04-28,337,Gold,East,Email,0,0,0.01621682814183164,Lapsed
10841,2022-10-28,885,Silver,East,Email,1,0,0.01609489025249985,Warm
10842,2024-04-01,364,Bronze,East,SMS,1,1,0.007214478779058022,Lapsed
10843,2022-10-14,899,Silver,East,SMS,1,1,0.01498883708560113,Warm
10844,2024-01-01,455,Silver,East,Email,1,1,0.012798390611750858,Lapsed
10845,2023-05-07,694,Bronze,West,Email,1,1,0.012478701932055039,Active
10846,2023-04-18,713,Gold,East,Email,0,1,0.019890369747098954,Warm
10847,2025-02-05,54,Bronze,North,Email,1,1,0.0076321553794513235,New
10848,2025-02-24,35,Platinum,West,Email,1,0,0.012911032278735142,New
10849,2022-12-20,832,Bronze,East,Email,1,1,0.013581515175379536,Active
10850,2022-12-11,841,Bronze,East,SMS,0,1,0.01075769091174122,Warm
10851,2024-11-06,145,Silver,South,Push,1,0,0.010169381701011513,Lapsed
10852,2023-08-17,592,Bronze,North,Email,1,1,0.008489999876410519,Warm
10853,2022-12-19,833,Bronze,West,Email,0,1,0.014069167151334935,Lapsed
10854,2022-11-25,857,Bronze,North,Email,1,0,0.011308115923086363,Warm
10855,2024-06-17,287,Gold,South,SMS,1,0,0.01554942010078015,Lapsed
10856,2023-03-21,741,Bronze,East,Email,1,1,0.014469544444865702,Lapsed
10857,2023-08-17,592,Silver,North,SMS,1,1,0.01447875661713223,Warm
10858,2022-12-15,837,Silver,East,Email,1,0,0.015525516486895272,Warm
10859,2024-10-25,157,Silver,North,Email,1,0,0.013943639090594775,Lapsed
10860,2023-09-26,552,Bronze,North,Email,1,1,0.01221899728103055,Warm
10861,2025-02-08,51,Bronze,West,SMS,0,1,0.007679010944899144,New
10862,2024-04-25,340,Gold,East,Email,1,0,0.01871247359199415,Lapsed
10863,2025-02-20,39,Gold,West,Email,0,1,0.014449616731440499,New
10864,2024-02-10,415,Gold,South,Push,1,0,0.01762447612804618,Lapsed
10865,2023-03-27,735,Silver,West,SMS,1,0,0.01687417454839426,Lapsed
10866,2023-08-07,602,Gold,North,Email,0,0,0.023265970054444057,Warm
10867,2024-05-30,305,Platinum,South,Email,1,1,0.018597374984975077,Warm
10868,2024-02-24,401,Bronze,South,Push,1,0,0.011466345270475454,Warm
10869,2024-04-16,349,Gold,North,Email,1,1,0.023234955148801605,Warm
10870,2023-06-04,666,Bronze,West,Email,1,0,0.013259641101644397,Lapsed
10871,2024-07-13,261,Bronze,East,Email,1,1,0.009231067282449107,Warm
10872,2024-12-12,109,Silver,East,Email,1,1,0.00904753539823964,Lapsed
10873,2023-12-17,470,Bronze,East,Email,1,0,0.010138837613258952,Active
10874,2023-03-10,752,Bronze,North,Email,0,1,0.010321831479408712,Lapsed
10875,2024-01-11,445,Silver,West,Email,1,0,0.014318609011085053,Lapsed
10876,2024-09-05,207,Silver,East,Email,0,1,0.014670584812940705,Warm
10877,2025-01-20,70,Gold,North,Email,1,1,0.01699154016253296,New
10878,2022-12-01,851,Bronze,South,Email,1,0,0.014566252337166073,Lapsed
10879,2023-05-10,691,Bronze,North,Email,1,0,0.010401389911763568,Lapsed
10880,2024-10-17,165,Silver,East,Push,1,0,0.01124701818839387,Warm
10881,2024-12-27,94,Silver,East,Email,1,0,0.007347039405944595,Warm
10882,2024-11-09,142,Gold,West,Email,1,1,0.01717218424728554,Lapsed
10883,2024-04-08,357,Bronze,West,SMS,1,1,0.014015491225159046,Lapsed
10884,2023-03-26,736,Bronze,North,Push,1,1,0.009887850903882955,Warm
10885,2024-10-13,169,Gold,North,SMS,1,0,0.020214162321128368,Lapsed
10886,2023-03-20,742,Bronze,West,Email,1,0,0.01217693729005605,Warm
10887,2025-02-28,31,Silver,East,SMS,1,1,0.01173902137019823,New
10888,2023-05-29,672,Bronze,South,Email,1,0,0.008502026569764221,Warm
10889,2024-06-29,275,Bronze,East,SMS,1,1,0.010768552233852851,Warm
10890,2022-11-17,865,Gold,South,Email,1,1,0.021749740057449094,Lapsed
10891,2024-01-13,443,Bronze,East,Email,1,0,0.009492200281808444,Warm
10892,2024-07-09,265,Bronze,West,Email,1,1,0.010481992540583223,Warm
10893,2024-08-02,241,Silver,East,Email,1,1,0.01308417187920991,Warm
10894,2023-03-13,749,Bronze,South,SMS,1,1,0.010917665098360356,Lapsed
10895,2024-03-16,380,Bronze,North,Email,1,1,0.013725517582131974,Lapsed
10896,2024-04-29,336,Silver,West,Push,1,0,0.013867338631835856,Warm
10897,2023-05-31,670,Bronze,East,Email,1,1,0.013002881839220834,Lapsed
10898,2023-11-20,497,Silver,East,Email,1,0,0.017625464883494295,Warm
10899,2023-08-02,607,Bronze,North,SMS,1,0,0.008312586498613862,Warm
10900,2024-02-08,417,Bronze,West,SMS,1,1,0.010792408005797467,Lapsed
10901,2025-01-05,85,Bronze,South,Email,1,1,0.00642924457354962,New
10902,2025-02-24,35,Gold,West,SMS,1,1,0.012806232497660646,New
10903,2025-01-26,64,Bronze,North,SMS,1,1,0.0067080683852872355,New
10904,2023-10-19,529,Gold,South,SMS,1,1,0.018304200452891155,Warm
10905,2023-12-11,476,Bronze,North,Email,1,1,0.008079101737279567,Lapsed
10906,2023-05-21,680,Bronze,South,SMS,0,1,0.00955417150417178,Warm
10907,2023-01-13,808,Silver,West,Email,1,1,0.01341633777044718,Warm
10908,2024-10-01,181,Bronze,South,Email,0,1,0.006684582190806983,Lapsed
10909,2022-11-20,862,Silver,West,Email,1,0,0.01712484739662524,Warm
10910,2022-12-12,840,Gold,East,Email,1,1,0.0228929998393193,Warm
10911,2023-09-13,565,Gold,South,SMS,1,1,0.02015016358745676,Lapsed
10912,2023-11-26,491,Silver,East,Email,0,0,0.016283052317553785,Lapsed
10913,2024-09-29,183,Silver,West,Email,0,0,0.010407343590920121,Warm
10914,2024-09-27,185,Bronze,East,Email,1,1,0.007164518618946078,Warm
10915,2025-02-13,46,Silver,North,Email,0,0,0.010646738572250892,New
10916,2023-08-18,591,Bronze,West,Email,1,0,0.01149724324806173,Lapsed
10917,2024-02-19,406,Bronze,East,SMS,1,1,0.011772634886497615,Lapsed
10918,2024-09-16,196,Silver,West,Email,1,1,0.013057798704996602,Lapsed
10919,2024-11-05,146,Bronze,East,SMS,1,0,0.009215351689629078,Warm
10920,2025-01-05,85,Silver,South,SMS,1,1,0.013834466598246277,New
10921,2023-08-22,587,Bronze,South,Email,1,1,0.010812874094153008,Warm
10922,2023-07-14,626,Bronze,West,Email,1,1,0.012888981297822549,Warm
10923,2023-08-30,579,Silver,West,Email,1,1,0.018811410786108616,Warm
10924,2024-11-25,126,Silver,South,Email,0,0,0.011157510424546468,Lapsed
10925,2025-01-25,65,Gold,North,Email,0,0,0.014136628349154282,New
10926,2024-11-29,122,Bronze,North,Email,1,0,0.006252175079092809,Warm
10927,2023-05-18,683,Bronze,South,Email,1,0,0.008332113078956718,Warm
10928,2023-05-28,673,Bronze,South,Email,0,1,0.012375952825354806,Warm
10929,2024-06-18,286,Bronze,South,Push,1,1,0.009543733854332501,Lapsed
10930,2025-01-12,78,Bronze,North,Email,1,1,0.009775013867841333,New
10931,2024-05-27,308,Silver,South,Push,1,1,0.012204491495402191,Lapsed
10932,2023-03-28,734,Bronze,West,Email,1,0,0.010245315390027583,Lapsed
10933,2024-10-28,154,Gold,North,Email,1,1,0.013722700715151921,Lapsed
10934,2023-04-09,722,Silver,East,SMS,1,1,0.01581422669527277,Lapsed
10935,2024-01-23,433,Silver,North,SMS,1,0,0.014365987262246993,Lapsed
10936,2024-10-29,153,Bronze,East,SMS,0,1,0.007353141594676755,Lapsed
10937,2022-12-10,842,Bronze,West,SMS,1,0,0.015582417696835483,Warm
10938,2023-12-07,480,Bronze,South,Email,1,1,0.013087223380715312,Lapsed
10939,2023-07-26,614,Silver,West,Email,1,0,0.014699963024189681,Lapsed
10940,2024-12-07,114,Silver,North,Email,1,1,0.013619373976015273,Lapsed
10941,2024-04-12,353,Bronze,South,Push,1,1,0.008698485380568185,Warm
10942,2023-08-29,580,Bronze,North,Push,1,0,0.013478911871175515,Lapsed
10943,2023-08-18,591,Platinum,South,Email,1,1,0.02389360767648475,Lapsed
10944,2025-01-06,84,Bronze,South,SMS,0,1,0.0029293422430343727,New
10945,2023-09-23,555,Bronze,East,Email,1,0,0.011038180189805558,Lapsed
10946,2022-12-01,851,Bronze,South,SMS,1,1,0.011262237048885274,Lapsed
10947,2023-04-17,714,Bronze,West,Email,1,1,0.010438288334649335,Warm
10948,2024-09-02,210,Bronze,South,SMS,1,1,0.007594606430058122,Warm
10949,2022-12-29,823,Silver,North,Email,0,1,0.01573208921987678,Lapsed
10950,2023-07-16,624,Silver,South,SMS,1,0,0.014208428205371677,Lapsed
10951,2025-01-11,79,Silver,East,Email,0,0,0.008572168857233598,New
10952,2024-11-10,141,Bronze,West,SMS,1,1,0.008126942733678207,Lapsed
10953,2022-12-21,831,Bronze,West,Email,1,1,0.00955224526702661,Lapsed
10954,2024-08-31,212,Gold,East,Push,1,1,0.016495176090570555,Active
10955,2024-12-07,114,Bronze,West,SMS,1,0,0.005625805825759741,Lapsed
10956,2024-02-03,422,Bronze,South,Email,1,1,0.007634149444618473,Warm
10957,2023-11-30,487,Bronze,West,Email,1,1,0.014703675042982384,Lapsed
10958,2023-10-20,528,Silver,South,Email,0,0,0.0171954886030766,Lapsed
10959,2023-08-06,603,Bronze,North,Email,1,0,0.014585026736703215,Lapsed
10960,2022-10-14,899,Gold,South,Email,0,1,0.02021190813808091,Lapsed
10961,2023-05-11,690,Bronze,East,SMS,1,0,0.012864562972109904,Lapsed
10962,2025-02-07,52,Platinum,South,SMS,1,1,0.020022542571164304,New
10963,2024-12-14,107,Bronze,North,Email,0,0,0.004665845716215314,Lapsed
10964,2025-03-01,30,Silver,South,Email,1,1,0.010455724879779003,New
10965,2024-03-23,373,Bronze,South,Push,0,1,0.012683969633419733,Warm
10966,2024-05-01,334,Gold,East,SMS,1,0,0.01553874466986367,Active
10967,2022-12-10,842,Silver,West,SMS,1,1,0.014874085083689472,Lapsed
10968,2024-04-17,348,Gold,West,SMS,1,0,0.016444185154078295,Lapsed
10969,2025-02-03,56,Silver,East,Email,1,0,0.008077475387192626,New
10970,2023-01-23,798,Silver,East,SMS,1,1,0.011976454732425453,Warm
10971,2024-07-18,256,Bronze,East,Email,1,0,0.009964092658042987,Warm
10972,2022-12-29,823,Bronze,West,Email,1,0,0.013654544600103603,Warm
10973,2023-04-28,703,Platinum,East,Email,1,1,0.02427308208222638,Lapsed
10974,2023-01-25,796,Gold,East,Push,1,1,0.019673294425656226,Lapsed
10975,2023-03-19,743,Bronze,South,SMS,1,1,0.010766637204675453,Lapsed
10976,2024-10-28,154,Bronze,West,SMS,1,1,0.008359379564138056,Lapsed
